Strike,CE_OI,CE_IV,PE_OI,PE_IV
23400,783.0,11.44,1370.0,14.68
23400,53.0,11.18,55.0,14.64
23450,5051.0,11.13,11295.0,13.22
23450,292.0,11.35,414.0,14.17
23450,1202.0,10.96,1857.0,14.22
23450,17.0,11.77,9.0,15.52
23450,0.0,0.0,0.0,0.0
23450,113.0,11.29,491.0,14.67
23450,60.0,0.0,0.0,0.0
23500,39669.0,11.23,47999.0,13.3
23500,3926.0,11.33,4091.0,14.02
23500,46762.0,11.06,60025.0,14.22
23500,205.0,11.58,256.0,14.24
23500,5.0,10.15,0.0,0.0
23500,7061.0,11.57,17767.0,14.7
23500,730.0,11.16,1363.0,14.97
23550,15997.0,11.57,14350.0,13.39
23550,932.0,11.44,1077.0,14.45
23550,2300.0,11.14,1947.0,14.06
23550,9.0,11.57,4.0,0.0
23550,0.0,0.0,0.0,0.0
23550,288.0,11.3,396.0,14.56
23550,0.0,0.0,1.0,0.0
23600,73259.0,11.45,40927.0,13.36
23600,6247.0,11.53,6214.0,14.23
23600,17963.0,11.06,17777.0,14.1
23600,118.0,11.4,66.0,14.01
23600,5.0,10.22,2.0,12.96
23600,1279.0,11.47,1337.0,14.53
23600,94.0,11.18,4.0,14.69
23650,25356.0,11.59,9094.0,13.42
23650,697.0,11.56,794.0,14.32
23650,2496.0,11.03,1834.0,14.02
23650,20.0,11.28,1.0,14.0
23650,0.0,0.0,0.0,0.0
23650,211.0,11.5,342.0,14.48
23650,9.0,11.81,1.0,15.27
23700,62016.0,11.66,22790.0,13.73
23700,7331.0,11.46,2107.0,14.42
23700,21860.0,11.1,18063.0,14.09
23700,44.0,11.34,16.0,14.26
23700,1.0,12.0,6.0,14.13
23700,1509.0,11.35,1404.0,14.43
23700,39.0,11.12,16.0,14.28
23750,26920.0,11.72,6348.0,13.79
23750,805.0,11.55,468.0,14.24
23750,2662.0,10.98,1883.0,13.99
23750,37.0,11.1,0.0,0.0
23750,0.0,0.0,0.0,0.0
23750,248.0,11.45,114.0,14.37
23750,0.0,0.0,2.0,0.0
23800,87661.0,11.87,12140.0,13.95
23800,4333.0,11.44,768.0,14.22
23800,23248.0,11.08,17712.0,14.13
23800,61.0,11.07,63.0,16.29
23800,0.0,0.0,1.0,12.66
23800,1922.0,11.34,880.0,14.03
23800,48.0,11.22,25.0,13.7
23850,24437.0,11.89,1321.0,14.22
23850,938.0,11.58,148.0,14.22
23850,3753.0,11.0,2293.0,14.1
23850,0.0,0.0,0.0,0.0
23850,0.0,0.0,0.0,0.0
23850,245.0,11.44,102.0,14.3
23850,0.0,0.0,0.0,0.0
23900,39353.0,11.89,2801.0,14.76
23900,4282.0,11.37,255.0,14.55
23900,9912.0,10.89,5194.0,14.05
23900,24.0,11.01,0.0,0.0
23900,0.0,0.0,0.0,0.0
23900,731.0,11.43,525.0,14.31
23900,14.0,11.21,0.0,0.0
23950,19674.0,11.98,767.0,14.82
23950,405.0,11.59,181.0,14.58
23950,1549.0,11.02,353.0,14.13
23950,0.0,10.99,0.0,0.0
23950,0.0,0.0,0.0,0.0
23950,1137.0,11.35,161.0,14.34
23950,0.0,0.0,0.0,0.0
24000,112180.0,12.27,9225.0,15.42
24000,9845.0,11.57,1211.0,15.21
24000,72682.0,10.91,23170.0,13.73
24000,371.0,11.32,3.0,13.96
24000,15.0,11.02,0.0,0.0
24000,23110.666666666668,11.52,20733.33333333333,14.3
24000,1514.0,11.14,1846.0,14.31
24000,5159.0,9.8,8750.0,15.57
24000,358.0,7.9,17.0,16.76
24000,3209.333333333333,6.56,11352.333333333334,17.73
24000,0.0,0.0,1.0,0.0
24000,0.0,0.0,126.0,19.63
24000,0.0,0.0,0.0,0.0
24000,0.0,0.0,7.0,0.0
24000,0.0,0.0,0.0,0.0
24000,0.0,0.0,8.0,0.0
24000,0.0,0.0,0.3333333333333333,0.0
24000,0.0,0.0,0.0,0.0
24050,36809.0,12.13,245.0,15.89
24050,521.0,11.51,41.0,14.83
24050,1829.0,10.86,368.0,14.06
24050,24.0,11.12,0.0,0.0
24050,0.0,0.0,0.0,0.0
24050,129.0,11.42,86.0,0.0
24050,0.0,0.0,15.0,15.46
24100,38198.0,12.23,1541.0,15.72
24100,4307.0,11.55,101.0,15.09
24100,12737.0,10.94,878.0,14.53
24100,28.0,11.01,0.0,0.0
24100,0.0,0.0,0.0,0.0
24100,778.0,11.32,319.0,14.32
24100,31.0,11.29,0.0,0.0
24150,17406.0,12.31,181.0,16.3
24150,733.0,11.55,11.0,15.39
24150,3061.0,10.93,1998.0,15.25
24150,7.0,0.0,0.0,0.0
24150,0.0,0.0,0.0,0.0
24150,148.0,10.68,98.0,0.0
24150,0.0,0.0,0.0,0.0
24200,68703.0,12.43,1589.0,16.85
24200,6295.0,11.52,52.0,15.28
24200,23254.0,10.89,3848.0,14.86
24200,124.0,11.19,0.0,0.0
24200,0.0,0.0,0.0,0.0
24200,2571.0,11.37,523.0,14.61
24200,3.0,10.86,58.0,15.46
24250,18819.0,12.66,92.0,17.32
24250,1072.0,11.57,2.0,16.02
24250,1862.0,10.91,142.0,14.75
24250,3.0,11.06,0.0,0.0
24250,0.0,0.0,0.0,0.0
24250,269.0,11.22,191.0,0.0
24250,0.0,0.0,0.0,0.0
24300,63928.0,12.69,1740.0,18.54
24300,4608.0,11.61,16.0,15.82
24300,12793.0,10.87,1091.0,15.22
24300,151.0,11.23,0.0,0.0
24300,0.0,0.0,0.0,0.0
24300,1762.0,11.29,411.0,14.31
24300,0.0,0.0,0.0,0.0
24350,16185.0,13.0,71.0,17.74
24350,1047.0,11.74,0.0,0.0
24350,2878.0,10.95,130.0,0.0
24350,0.0,0.0,0.0,0.0
24350,0.0,0.0,0.0,0.0
24350,256.0,11.23,192.0,0.0
24350,4.0,10.62,0.0,0.0
24400,58233.0,13.14,1937.0,19.22
24400,3831.0,11.72,10.0,14.07
24400,10600.0,10.97,1903.0,15.67
24400,0.0,0.0,0.0,0.0
24400,0.0,0.0,0.0,0.0
24400,1119.0,11.24,302.0,14.37
24400,57.0,11.2,0.0,0.0
24450,21795.0,13.6,110.0,0.0
24450,362.0,11.94,0.0,0.0
24450,2107.0,11.01,43.0,0.0
24450,0.0,0.0,0.0,0.0
24450,0.0,0.0,0.0,0.0
24450,278.0,11.2,198.0,10.96
24450,0.0,0.0,0.0,0.0
24500,110562.0,13.79,2301.0,21.63
24500,5662.0,12.09,58.0,15.25
24500,53098.0,11.07,14034.0,16.55
24500,221.0,11.13,0.0,0.0
24500,0.0,0.0,0.0,0.0
24500,11839.0,11.26,2172.0,14.37
24500,1260.0,11.2,1564.0,14.57
24550,14485.0,13.96,10.0,17.56
24550,608.0,12.01,8.0,24.72
24550,1770.0,11.13,68.0,0.0
24550,10.0,14.29,0.0,0.0
24550,0.0,0.0,0.0,0.0
24550,111.0,11.2,0.0,0.0
24550,0.0,0.0,0.0,0.0
24600,60893.0,14.62,316.0,22.22
24600,3533.0,12.32,11.0,16.66
24600,9630.0,11.1,1136.0,16.9
24600,6.0,11.35,0.0,0.0
24600,0.0,0.0,0.0,0.0
24600,779.0,11.17,168.0,0.0
24600,31.0,11.23,0.0,0.0
24650,13263.0,14.7,28.0,18.1
24650,87.0,12.46,0.0,0.0
24650,1525.0,11.31,62.0,0.0
24650,0.0,0.0,0.0,0.0
24650,0.0,0.0,0.0,0.0
24650,62.0,11.17,0.0,0.0
24650,31.0,0.0,0.0,0.0
24700,40831.0,15.17,163.0,22.8
24700,2193.0,12.68,16.0,19.79
24700,7014.0,11.36,545.0,22.85
24700,9.0,11.16,0.0,0.0
24700,0.0,0.0,0.0,0.0
24700,1355.0,11.2,36.0,0.0
24700,27.0,0.0,0.0,0.0
24750,9913.0,15.75,19.0,0.0
24750,154.0,12.81,0.0,0.0
24750,1272.0,11.66,94.0,0.0
24750,3.0,12.34,0.0,0.0
24750,0.0,0.0,0.0,0.0
24750,232.0,11.15,2.0,0.0
24750,0.0,0.0,0.0,0.0
24800,38776.0,16.05,70.0,25.11
24800,1826.0,13.03,2.0,0.0
24800,10876.0,11.65,635.0,20.28
24800,12.0,11.15,0.0,0.0
24800,0.0,0.0,0.0,0.0
24800,1917.0,11.11,4.0,17.95
24800,83.0,10.8,2.0,0.0
24850,4503.0,16.46,26.0,0.0
24850,138.0,13.18,0.0,0.0
24850,964.0,11.81,0.0,0.0
24850,3.0,0.0,0.0,0.0
24850,0.0,0.0,0.0,0.0
24850,67.0,11.25,0.0,0.0
24850,0.0,0.0,0.0,0.0
24900,18244.0,16.94,11.0,0.0
24900,792.0,13.01,1.0,0.0
24900,4356.0,11.97,120.0,0.0
24900,2.0,11.73,0.0,0.0
24900,0.0,0.0,0.0,0.0
24900,760.0,11.14,59.0,14.15
24900,0.0,0.0,0.0,0.0
24950,4013.0,17.75,0.0,0.0
24950,63.0,13.66,0.0,0.0
24950,504.0,12.2,1.0,0.0
24950,13.0,11.93,0.0,0.0
24950,0.0,0.0,0.0,0.0
24950,99.0,11.19,0.0,0.0
24950,0.0,0.0,0.0,0.0
25000,115969.0,18.22,1281.0,26.79
25000,3755.0,13.89,33.0,30.72
25000,48257.0,12.41,15377.0,21.03
25000,291.0,12.06,0.0,0.0
25000,0.0,0.0,0.0,0.0
25000,22761.666666666668,11.29,9371.333333333334,15.73
25000,1635.0,11.23,174.0,14.75
25000,10179.0,10.42,4650.0,16.0
25000,0.0,0.0,27.0,16.57
25000,2434.0,8.49,4308.333333333333,17.4
25000,0.0,0.0,0.0,0.0
25000,58.66666666666666,0.0,7.0,0.0
25000,0.0,0.0,0.0,0.0
25000,0.0,0.0,0.0,0.0
25000,0.0,0.0,0.0,0.0
25000,0.0,0.0,6.0,0.0
25000,0.0,0.0,0.0,0.0
25000,0.0,0.0,0.0,0.0
25050,4956.0,18.41,3.0,0.0
25050,56.0,14.23,0.0,0.0
25050,599.0,12.66,1.0,0.0
25050,1.0,13.21,0.0,0.0
25050,0.0,0.0,0.0,0.0
25050,92.0,11.55,0.0,0.0
25050,0.0,0.0,0.0,0.0
25100,8305.0,18.95,16.0,0.0
25100,353.0,14.44,0.0,0.0
25100,2449.0,12.98,144.0,14.57
25100,22.0,11.47,0.0,0.0
25100,0.0,0.0,0.0,0.0
25100,475.0,11.0,0.0,0.0
25100,0.0,0.0,0.0,0.0
25150,4054.0,19.39,1.0,0.0
25150,51.0,14.79,0.0,0.0
25150,371.0,13.06,1.0,0.0
25150,1.0,13.85,0.0,0.0
25150,0.0,0.0,0.0,0.0
25150,50.0,11.32,0.0,0.0
25150,0.0,0.0,0.0,0.0
25200,13639.0,19.81,118.0,40.37
25200,624.0,15.07,6.0,33.81
25200,6608.0,13.46,415.0,19.06
25200,11.0,12.82,0.0,0.0
25200,0.0,0.0,0.0,0.0
25200,1546.0,11.35,3.0,0.0
25200,32.0,11.14,0.0,0.0
25250,5589.0,20.34,0.0,0.0
25250,94.0,15.43,0.0,0.0
25250,470.0,13.63,12.0,0.0
25250,6.0,13.35,0.0,0.0
25250,0.0,0.0,0.0,0.0
25250,33.0,11.41,0.0,0.0
25250,113.0,11.01,0.0,0.0
25300,38639.0,21.1,8.0,22.05
25300,131.0,15.65,0.0,26.56
25300,1342.0,13.83,170.0,23.1
25300,21.0,12.46,0.0,0.0
25300,0.0,0.0,0.0,0.0
25300,2517.0,11.43,0.0,0.0
25300,21.0,11.67,0.0,0.0
25350,11058.0,21.39,0.0,0.0
25350,27.0,15.97,0.0,0.0
25350,226.0,14.13,0.0,0.0
25350,0.0,0.0,0.0,0.0
25350,0.0,11.26,0.0,0.0
25350,178.0,11.5,0.0,0.0
25350,0.0,0.0,0.0,0.0
25400,26410.0,21.79,12.0,0.0
25400,41.0,16.24,0.0,0.0
25400,1119.0,14.36,246.0,0.0
25400,0.0,0.0,0.0,0.0
25400,551.0,11.59,0.0,0.0
25400,0.0,0.0,0.0,0.0
25450,12440.0,22.18,5.0,0.0
25450,61.0,16.54,0.0,0.0
25450,124.0,14.61,1.0,0.0
25450,0.0,0.0,0.0,0.0
25450,98.0,11.64,0.0,0.0
25450,0.0,0.0,0.0,0.0
25500,169355.0,22.55,321.0,37.55
25500,1688.0,16.88,3.0,0.0
25500,17766.0,14.84,5002.0,24.5
25500,108.0,13.23,0.0,0.0
25500,10178.0,11.69,1035.0,20.21
25500,300.0,11.16,0.0,0.0
25550,187.0,15.16,2.0,0.0
25550,97.0,11.87,0.0,0.0
25600,2011.0,15.47,345.0,0.0
25600,289.0,11.98,1.0,0.0
25650,78.0,15.57,2.0,0.0
25650,81.0,12.21,0.0,0.0
25700,561.0,15.77,332.0,0.0
25700,394.0,12.2,0.0,0.0
25750,269.0,16.07,8.0,0.0
25750,152.0,0.0,0.0,0.0
25800,1207.0,16.34,559.0,0.0
25800,196.0,12.46,3.0,0.0
25850,513.0,16.52,1.0,0.0
25850,22.0,12.67,0.0,0.0
25900,2945.0,16.97,91.0,0.0
25900,151.0,12.75,0.0,0.0
25950,183.0,17.18,2.0,0.0
25950,53.0,12.91,0.0,0.0
26000,38466.0,17.4,13018.0,29.7
26000,20983.0,13.06,7426.0,20.69
26000,5674.0,10.72,2057.6666666666665,17.04
26000,0.0,0.0,0.0,0.0
26000,2854.0,9.35,1847.6666666666667,18.28
26000,12.0,0.0,0.0,0.0
26000,0.0,0.0,22.666666666666668,19.09
26000,0.0,0.0,0.0,0.0
26000,0.0,0.0,0.0,0.0
26000,0.0,0.0,0.0,0.0
26000,0.0,0.0,0.0,0.0
26000,0.0,0.0,0.3333333333333333,0.0
26000,0.0,0.0,0.0,0.0
26050,248.0,17.62,0.0,0.0
26100,249.0,17.96,82.0,0.0
26150,77.0,17.94,0.0,0.0
26200,869.0,18.48,381.0,0.0
26250,107.0,18.94,11.0,0.0
26300,455.0,19.15,99.0,0.0
26350,146.0,19.41,0.0,0.0
26400,367.0,19.68,28.0,0.0
26450,239.0,19.91,0.0,0.0
26500,32511.0,20.27,7097.0,33.22
27000,15602.666666666666,16.34,7050.666666666667,25.25
27000,4107.666666666667,11.47,460.6666666666667,0.0
27000,0.0,0.0,0.0,0.0
27000,4747.0,9.83,2342.0,18.78
27000,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0
27000,0.0,0.0,0.0,0.0
28000,8309.666666666666,19.84,3459.333333333333,30.95
28000,2668.6666666666665,12.8,0.0,0.0
28000,0.0,0.0,0.0,0.0
28000,4056.0,10.37,4138.0,20.36
28000,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0
28000,0.0,0.0,0.0,0.0
29000,3635.6666666666665,22.73,5444.0,34.45
29000,687.3333333333334,14.13,0.0,0.0
29000,0.0,0.0,0.0,0.0
29000,1155.3333333333333,10.79,158.0,0.0
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
29000,0.0,0.0,0.0,0.0
30000,3056.0,25.74,450.0,39.03
30000,232.0,15.81,0.0,0.0
30000,643.0,11.23,6.0,0.0
31000,16877.0,28.81,500.3333333333333,43.64
31000,329.0,11.99,0.0,0.0
